"day","subscriber_ecid","subscriber_gender","subscriber_age","registration_province","months_of_subscription","most_used_province","is_usage_nonzero","subscriber_total_expenses","nonpackage_voice_expenses","package_voice_noncash_expenses","is_voice_expenses_nonzero","is_voice_usage_nonzero","call_in_network_duration","call_off_netwrok_duration","nonpackage_call_in_network_expenses","nonpackage_call_off_network_expenses","total_call_duration","X.inter_operator_calls","xyz_score","hxr_score","data_cash_expenses","nonpackage_data_expenses","package_data_noncash_expenses","subscriber_data_expenses","subscriber_nondata_expenses","data_usage_volume","is_data_expenses_nonzero","is_data_usage_nonzero","X.activated_monthly_data_packages","X.activated_short_term_data_packages","X.activated_type_one_data_packages","X.activated_type_two_data_packages","X.activated_type_three_data_packages"
"(n)23","-06FoayTOXJ8-",1,36,8,188,8,1,0.311075553396501,0.479395423539182,0,1,1,0.379090183559457,0,0.712564618212774,0,0.231600270087779,0,0.150639517793284,24.8732773377738,0,0,0,0,0.423557830078275,0.105868204887296,0,1,0,0,0,0,0
"(n)24","-06FoayTOXJ8-",1,36,8,188,8,1,0.248198648858658,0.401098828270812,0,1,1,0.303272146847566,0,0.614458029519779,0,0.167454422687373,0,0.161352368367518,23.8962368014644,0,0,0,0,0.348657459865206,-0.0139559660330041,0,1,0,0,0,0,0
"(n)25","-06FoayTOXJ8-",1,36,8,188,8,1,-0.0849390652306207,-0.0137363001503084,0,1,1,-0.0981644054269752,0,0.0946645547215545,0,-0.172180958811614,0,0.17098478587018,23.0649076582014,0,0,0,0,-0.0481836108049517,0.0002387485372656,0,1,0,0,0,0,0
"(n)26","-06FoayTOXJ8-",1,36,8,188,8,1,0.31052671115053,0.438186649323612,0,1,1,0.339185953711093,0,0.660929521582428,0,0.197839297771776,0,0.180868217916827,22.2551372383095,0,0,0,0,0.422904036961169,-0.0139766307813943,0,0,0,0,0,0,0
"(n)27","-06FoayTOXJ8-",1,36,8,188,8,1,0.402633368209585,0.59340652543371,0,1,1,0.489225857940942,0,0.855421919244357,0,0.325455773126266,0,0.190627870904547,21.4955041983667,0,0,0,0,0.532623539909336,0.0448178936634394,0,1,0,0,0,0,0
"(n)28","-06FoayTOXJ8-",1,36,8,188,8,1,0.0915578148130839,0.206043997313207,0,1,1,0.114126097366321,0,0.370051947649322,0,0.0081026333558406,0,0.201264766598385,20.7095802073856,0,0,0,0,0.162063406822465,-0.0139766307813943,0,0,0,0,0,0,0
"(n)29","-06FoayTOXJ8-",1,36,8,188,8,1,0.0408149465943244,0.142857142857143,0,1,1,0.0534716679968076,0,0.290878048456423,0,-0.0438892640108035,0,0.212246292125903,19.9406786452037,0,0,0,0,0.101617371140625,-0.0139766307813943,0,0,0,0,0,0,0
"(n)30","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.223584802395296,19.1884988853796,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n)31","-06FoayTOXJ8-",1,36,8,188,8,1,-0.308908772058232,-0.263736205473792,0,1,1,-0.339984038308061,0,-0.218588375380844,0,-0.37677245104659,0,0.235282110552281,18.4533417132494,0,0,0,0,-0.314981317867717,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)01","-06FoayTOXJ8-",1,36,8,188,0,0,-0.258883737593393,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.247294038867997,17.7380008282372,0,0,0,0,-0.255390381754076,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)02","-06FoayTOXJ8-",1,36,8,188,8,1,0.396014720001752,0.585164745343525,0,1,1,0.481245011971269,0,0.845094868283399,0,0.318703578663065,0,0.266466941685107,16.6711533658298,0,0,0,0,0.52473925863435,0.0538151941731009,0,1,0,0,0,0,0
"(n+1)03","-06FoayTOXJ8-",1,36,8,188,0,1,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.272163054765091,16.3704547806749,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)04","-06FoayTOXJ8-",1,36,8,188,8,1,0.850494013777421,1.15109879671197,0,1,1,1.02952913008779,0,1.55421713617585,0,0.781904118838623,0,0.29185643472009,15.3824985595539,0,0,0,0,1.06612512373343,0.116301068125114,0,1,0,0,0,0,0
"(n+1)05","-06FoayTOXJ8-",1,36,8,188,8,1,-0.239373784581547,-0.206043997313207,0,1,1,-0.284118116520351,0,-0.146299335003023,0,-0.329507089804186,0,0.298099347993191,15.0848565799289,0,0,0,0,-0.232149690849082,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)06","-06FoayTOXJ8-",1,36,8,188,8,1,-0.253714138344538,-0.22390112439093,0,1,1,-0.301675977653631,0,-0.168674532997877,0,-0.344361917623228,0,0.309170471602497,14.5739181325355,0,0,0,0,-0.249232239898359,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)07","-06FoayTOXJ8-",1,36,8,188,8,1,0.737977196993512,1.01098878764954,0,1,1,0.893854748603352,0,1.37865758618846,0,0.667116812964213,0,0.331471242330074,13.6047347286453,0,0,0,0,0.932092583578103,-0.0008894687183732,0,1,0,0,0,0,0
"(n+1)08","-06FoayTOXJ8-",1,36,8,188,8,1,-0.285704119287121,-0.263736205473792,0,1,1,-0.339984038308061,0,-0.218588375380844,0,-0.37677245104659,0,0.33452621769387,13.4777176414954,0,0,0,0,-0.287339418254546,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)09","-06FoayTOXJ8-",1,36,8,188,8,1,0.3982208346964,0.587911879138232,0,1,1,0.484437350359138,0,0.848537060429279,0,0.320729237002026,0,0.35887398436497,12.5097093172383,0,0,0,0,0.52736723163296,0.0069630520915403,0,1,0,0,0,0,0
"(n+1)10","-06FoayTOXJ8-",1,36,8,188,8,1,-0.294528983564233,-0.274725245594039,0,1,1,-0.351157222665603,0,-0.232357776662121,0,-0.386225523295071,0,0.365108581177861,12.2735741694319,0,0,0,0,-0.297851793287861,0.0313842052913415,0,1,0,0,0,0,0
"(n+1)11","-06FoayTOXJ8-",1,36,8,188,8,1,1.06229004680568,1.41483487595041,0,1,1,1.28491620111732,0,1.88468165970541,0,0.99797434166104,0,0.381629340049136,11.6686293047889,0,0,0,0,1.31842127921495,-0.0014720411978887,0,1,0,0,0,0,0
"(n+1)12","-06FoayTOXJ8-",1,36,8,188,5,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.391627582119718,11.3161042124386,0,0,0,0,-0.316248449596161,1.89570608398122,0,1,0,0,0,0,0
"(n+1)13","-06FoayTOXJ8-",1,36,8,188,1,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.411366776176924,10.6470440371233,0,0,0,0,-0.316248449596161,2.35309996612778,0,1,0,0,0,0,0
"(n+1)14","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.428260526459372,10.0996497112371,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)15","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.436152330089051,9.85098749471457,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)16","-06FoayTOXJ8-",1,36,8,188,0,1,23.2261753146491,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.446594813696813,9.52815371631838,0,0,232170,232170,-0.316248449596161,-0.0139766307813943,1,0,1,0,0,0,0
"(n+1)17","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.463643348341075,9.01451997577551,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)18","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.475995151373183,8.65122092459078,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)19","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.488783097634163,8.28133521781317,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)20","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.502595697464126,7.88707419912781,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)21","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.510334261341068,7.66771690389778,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)22","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.521913960134322,7.34019822825872,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)23","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.537734934895973,6.89058905696621,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)24","-06FoayTOXJ8-",1,36,8,188,1,1,1.38329362320125,1.81456013732387,0,1,1,1.67198723064645,0,2.3855422868291,0,1.32545577312627,0,0.548555594150695,6.57821036772888,0,0,0,0,1.70080789459415,0.0029335480405566,0,1,0,0,0,0,0
"(n+1)25","-06FoayTOXJ8-",1,36,8,188,1,1,2.5746470566231,3.29807651402582,0,1,1,1.63926576217079,17.8834951456311,2.34251314508677,18.1147445651355,2.54085077650236,0,0.559680746204952,6.24858504218869,0,0,0,0,3.11997465978063,1.79169409865003,0,1,0,0,0,0,0
"(n+1)26","-06FoayTOXJ8-",1,36,8,188,1,1,-0.218414681236093,-0.179944963909943,0,1,1,-0.259377494014365,0,-0.113596927872772,0,-0.308575286968265,0,0.568945474318538,5.96305805152025,0,0,0,0,-0.207182739765101,2.9339402215424,0,1,0,0,0,0,0
"(n+1)27","-06FoayTOXJ8-",1,36,8,188,8,1,1.57633707307722,2.05494482189517,0,1,1,1.54509177972865,11.1941747572816,1.49569733890487,11.3442562935957,1.9966239027684,0,0.575751826479837,5.74321955552728,0,0,0,0,1.93076555502918,-0.0112850351150629,0,1,0,0,0,0,0
"(n+1)28","-06FoayTOXJ8-",1,36,8,188,8,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.578829220171628,5.63987149031859,0,0,0,0,-0.316248449596161,0.11294599264874,0,1,0,0,0,0,0
"(n+1)29","-06FoayTOXJ8-",1,36,8,188,8,1,-0.242683057998149,-0.210164824240622,0,1,1,-0.35195530726257,0.776699029126214,-0.2340790309095,0.786885517573858,-0.332883187035787,0,0.589749283040693,5.24157411775,0,0,0,0,-0.236091771106716,0.356680522077491,0,1,0,0,0,0,0
"(n+1)30","-06FoayTOXJ8-",1,36,8,188,8,1,-0.25150792227526,-0.221153864360869,0,1,1,-0.299281723862729,0,-0.165232182677558,0,-0.342336259284267,0,0.592215416081031,5.1411596275878,0,0,0,0,-0.24660414614003,-0.0139766307813943,0,0,0,0,0,0,0
"(n+1)31","-06FoayTOXJ8-",1,36,8,188,8,1,0.0330537049335281,0.16208783683222,0,1,1,-0.0901835594573024,3.70873786407767,-0.0791735828440207,3.75409554514365,0.0925050641458474,0,0.596602931198525,4.9457603322085,0,0,0,0,0.0923720070760364,0.189794033888641,0,1,0,0,0,0,0
"(n+2)01","-06FoayTOXJ8-",1,36,8,188,8,1,2.3372966082786,2.98901070740904,0,1,1,1.07501995211492,21.0970873786408,1.61273693344684,21.3770387332962,2.28764348413234,0,0.602902163305896,4.58830810769204,0,0,0,0,2.83723751516591,0.271319941754523,0,1,0,0,0,0,0
"(n+2)02","-06FoayTOXJ8-",1,36,8,188,8,1,1.17829911821306,1.57280201209057,0,1,1,1.43016759776536,0.0970873786407767,2.0722893567267,0.098360878014975,1.12761647535449,0,0.604821961469036,4.42853927721139,0,0,0,0,1.45661387092018,0.43581216775906,0,1,0,0,0,0,0
"(n+2)03","-06FoayTOXJ8-",1,36,8,188,8,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.605758312655294,4.31832416339,0,0,0,0,-0.316248449596161,-0.0139478798271123,0,1,0,0,0,0,0
"(n+2)04","-06FoayTOXJ8-",1,36,8,188,8,1,-0.154434617976297,-0.100274675508864,0,1,1,-0.272146847565842,1.09708737864078,-0.130808679474367,1.11475360441117,-0.243079000675219,0,0.606506033691781,4.06554050375707,0,0,0,0,-0.130968262293007,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)05","-06FoayTOXJ8-",1,36,8,188,8,1,-0.0794235757447411,-0.0068682131928317,0,1,1,-0.308060654429369,2.64077669902913,-0.177280329711455,2.67212890007081,-0.166779203241053,2,0.605671794635471,3.88929130717517,0,0,0,0,-0.0416134367889894,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)06","-06FoayTOXJ8-",1,36,8,188,8,1,0.512943766174956,0.730769021995374,0,1,1,0.622505985634477,0,1.02753880256255,0,0.437542201215395,0,0.603620561803156,3.72014574936431,0,0,0,0,0.664027744786894,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)07","-06FoayTOXJ8-",1,36,8,188,8,1,0.0022062160692778,0.0947801554487408,0,1,1,0.0071827613727054,0,0.230636996938059,0,-0.0830519918973666,0,0.600326313039996,3.55843576433248,0,0,0,0,0.0556257907497331,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)08","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.595775959555152,3.4041178113112,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)09","-06FoayTOXJ8-",1,36,8,188,8,1,1.64914200061413,2.14560415041649,0,1,1,1.99281723862729,0,2.80034447229369,0,1.59689399054693,0,0.59215874628294,3.30808674182245,0,0,0,0,2.01749240753459,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)10","-06FoayTOXJ8-",1,36,8,188,15,1,-0.150022287212371,-0.0947802816840957,0,1,1,-0.176376695929769,0,-0.0068845424661988,0,-0.238352464550979,0,0.585210226114925,3.15932100968171,0,0,0,0,-0.125712195536069,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)11","-06FoayTOXJ8-",1,36,8,188,15,1,-0.245992331414751,-0.214285651168037,0,1,1,-0.292098962490024,0,-0.156626227789541,0,-0.336259284267387,0,0.570493027639573,2.92608332061365,0,0,0,0,-0.240033851364349,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)12","-06FoayTOXJ8-",1,36,8,188,15,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.567077254952364,2.88155542939028,0,0,0,0,-0.316248449596161,1.84874370204879,0,1,0,0,0,0,0
"(n+2)13","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.55159699587085,2.70773000186628,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)14","-06FoayTOXJ8-",1,36,8,188,15,1,-0.250404763553306,-0.21978017122816,0,1,1,-0.297685554668795,0,-0.163510928430179,0,-0.340985820391627,0,0.545784273417388,2.65144404052287,0,0,0,0,-0.245290038881007,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)15","-06FoayTOXJ8-",1,36,8,188,0,1,23.2261753146491,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.523105405632997,2.46335678703184,0,0,232170,232170,-0.316248449596161,-0.0139766307813943,1,0,1,0,0,0,0
"(n+2)16","-06FoayTOXJ8-",1,36,8,188,15,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.515756365916626,2.4106326620333,0,0,0,0,-0.316248449596161,-0.013970741989765,0,1,0,0,0,0,0
"(n+2)17","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.502409245468053,2.32261706004362,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n+2)18","-06FoayTOXJ8-",1,36,8,188,15,1,-0.265848276038251,-0.239010991438592,0,1,1,-0.316041500399042,0,-0.187607380672412,0,-0.356515867656989,0,0.48180216552923,2.20243244076426,0,0,0,0,-0.263686695189307,-0.0138318591399927,0,1,0,0,0,0,0
"(n+2)19","-06FoayTOXJ8-",1,36,8,188,15,1,-0.309972496049177,-0.293956065804471,0,0,0,-0.36951316839585,0,-0.256454228904354,0,-0.401755570560432,0,0.463200518080765,2.10667900887588,0,0,0,0,-0.316248449596161,-0.0128034448880806,0,1,0,0,0,0,0
"(n+2)20","-06FoayTOXJ8-",1,36,8,188,15,1,-0.30225079049402,-0.284340718816932,0,1,1,-0.359936153232243,0,-0.244406081870457,0,-0.393652937204591,0,0.443371158090486,2.01499300397848,0,0,0,0,-0.30705018182187,2.74895916565622,0,1,0,0,0,0,0
"(n+2)21","-06FoayTOXJ8-",1,36,8,188,0,0,-0.309972496049177,-0.293956065804471,0,0,0,NA,0,-0.256454228904354,0,NA,0,0.42236892757684,1.92728666185211,0,0,0,0,-0.316248449596161,-0.0139766307813943,0,0,0,0,0,0,0
"(n)01","-A-7LJ6WUTKfm",2,36,18,68,8,1,3.54630473761154,4.41346067787628,0,1,1,3.1316839584996,12.8640776699029,4.17900158395883,13.0327809331546,3.45509790681972,1,0.0322535356451582,38.1770747837834,0,0,0,0,4.27743494764523,4.30719007597851,0,1,0,0,0,0,0
"(n)02","-A-7LJ6WUTKfm",2,36,18,68,8,1,2.17091063106619,2.79532931711344,0,1,1,2.25219473264166,4.49514563106796,3.13597260039094,4.55737529565964,2.12896691424713,1,0.0352044651487489,38.0762735232036,0,0,0,0,2.63903483036339,4.44111756853737,0,1,0,0,0,0,0
"(n)03","-A-7LJ6WUTKfm",2,36,18,68,8,1,1.28732337624961,1.69505451536922,0,1,1,0.418994413407821,13.8349514563107,0.764199556668682,14.0163867002124,1.22754895340986,0,0.0380194558083395,37.9160271029347,0,0,0,0,1.58648599724644,5.13430458068659,0,1,0,0,0,0,0
"(n)04","-A-7LJ6WUTKfm",2,36,18,68,5,1,0.12961760171753,0.212912084270683,0,1,1,0.121308858739026,0,0.3786577443629,0,0.013504388926401,0,0.0413912247638402,37.6596713636445,0,0,0,0,0.207401073336532,6.98676260932545,0,1,0,0,0,0,0
"(n)05","-A-7LJ6WUTKfm",2,36,18,68,5,1,4.06163263233115,5.1497247248732,0,1,1,4.90183559457302,0,6.56454418713681,0,4.05806887238352,1,0.0448038741556113,37.3449497678736,0,0,0,0,4.89130502250539,5.62585241651806,0,1,0,0,0,0,0
"(n)06","-A-7LJ6WUTKfm",2,36,18,68,5,1,1.02919680576651,1.37362597549948,0,1,1,1.24501197126895,0,0.970740101364508,0,0.964213369345037,3,0.0484773273563013,36.9594325805599,0,0,0,0,1.27899987284002,8.0290438615936,0,1,0,0,0,0,0
"(n)07","-A-7LJ6WUTKfm",2,36,18,68,8,1,-0.0818127730208858,-0.0233517733732018,0,1,1,-0.107741420590583,0,0.0826162495132181,0,-0.180283592167454,2,0.0503722221948232,36.7458616323781,0,0,0,0,-0.0444595018395931,3.34714442325199,0,1,0,0,0,0,0
"(n)08","-A-7LJ6WUTKfm",2,36,18,68,8,1,43.0220233342095,2.81043931039645,0,1,1,2.22106943335994,5.04854368932039,1.81239246115315,5.11475209786522,2.14179608372721,4,0.0544015991037345,36.2665369345915,0,0,402210,402210,2.73102439141026,5.32209611896733,1,1,1,0,0,0,0
"(n)09","-A-7LJ6WUTKfm",2,36,18,68,8,1,5.85509824671564,7.36950451739529,0,1,1,1.93056664006385,62.3009708737864,2.71944963520229,63.1147189538545,5.87643484132343,4,0.0585090546868339,35.7519872601991,0,0,0,0,7.02772123874836,4.67403672445476,0,1,0,0,0,0,0
